measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Unintentional injuries,Number,2004,2030374.1698153073,2186864.16965335,1812130.0483668798
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2004,0.03963531566972578,0.04273387275694296,0.03545003896282002
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2004,31.587928117227097,34.02255072986536,28.19255413995305
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,1991,63988.35045512346,74659.49591401927,52072.52521389919
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,1991,0.001322366995970922,0.001538779198331248,0.00107322454096117
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,1991,1.1807859462162411,1.3777020801417499,0.9609015628506475
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,1991,1132007.1639790223,1291347.561644172,990128.9746844233
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,1991,0.02339415446893797,0.026706428483557674,0.020467816865630872
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,1991,20.889085915411485,23.82941647385382,18.27098792097794
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,1991,524251.6822808543,609661.6570708586,464875.1321359494
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,1991,0.010834187382324886,0.012576117330900504,0.009562621483839226
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,1991,9.674089335239156,11.250171499905198,8.578405582693003
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,1991,4858966.241319203,5447001.538571343,4410645.167575249
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,1991,0.10041620867257192,0.11245953157353035,0.0908485741574977
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,1991,89.66318103343889,100.51427830248603,81.39024979667116
Deaths,Global,Both,All ages,Enteric infections,Number,1991,3613932.2439855803,4469888.117500281,2981159.01206572
Deaths,Global,Both,All ages,Enteric infections,Percent,1991,0.07468625774641358,0.09183719715125271,0.06175095441840264
Deaths,Global,Both,All ages,Enteric infections,Rate,1991,66.6883952145109,82.48346820574594,55.011742603864036
Deaths,Global,Both,All ages,Neoplasms,Number,1995,6572087.531627995,6893065.417796038,6229685.717291203
Deaths,Global,Both,All ages,Neoplasms,Percent,1995,0.13176055024256608,0.13803743297178075,0.12510531713326017
Deaths,Global,Both,All ages,Neoplasms,Rate,1995,114.6508791485762,120.2503780382846,108.6776371844576
Deaths,Global,Both,All ages,Neoplasms,Number,1999,6974618.900900711,7262093.360805551,6589561.319163267
Deaths,Global,Both,All ages,Neoplasms,Percent,1999,0.1374695993632548,0.1431396683585618,0.130022382226844
Deaths,Global,Both,All ages,Neoplasms,Rate,1999,115.62090232697928,120.38647546042552,109.23765677895682
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1987,1018841.253485663,1644945.1271219088,654826.0780479121
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1987,0.021679758365144765,0.034874664642551366,0.013863115101616376
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1987,20.078539797924087,32.41731338157213,12.904808696960119
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1987,2093684.1003720225,2435827.409140905,1651251.1436290436
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1987,0.04454839625825229,0.05171022124699888,0.03522015943587662
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1987,41.26071592584175,48.00341310089888,32.541587504721036
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1992,1031143.496540603,1631790.9168891688,648390.7351911832
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1992,0.02126720234077528,0.03370501541604215,0.013348701443556535
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1992,18.747883100814352,29.668640162542285,11.788808975470001
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1992,2352324.019223321,2715061.1218261276,1875918.0418460704
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1992,0.048513639711076716,0.05597619782173373,0.0386662342835444
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1992,42.769115914120626,49.36427247452245,34.10727243417555
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1995,1025159.3724163068,1587847.6603076,632328.355149923
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1995,0.020552683503294332,0.03197066095235471,0.012681822097633784
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1995,17.88403193799477,27.70019865562871,11.03104629687628
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1995,2529386.6846649433,2909504.0596924913,2033538.2459351323
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1995,0.050710546509748294,0.05834624460449838,0.04079488962503332
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1995,44.12546328817717,50.7566578693245,35.47532599903804
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1996,1034748.0749952582,1595488.5893128302,635285.0686371477
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1996,0.020681557486218582,0.031973529537247365,0.012689315297211566
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1996,17.818932519647728,27.475193427118526,10.939959244511744
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1996,2590327.284777211,2961030.149505741,2110351.607393665
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1996,0.051771747340695194,0.059276952169886564,0.04202697322610756
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1996,44.60686442104174,50.99057219596857,36.341418547746656
Deaths,Global,Both,All ages,Digestive diseases,Number,1981,1637995.6161001085,1903293.956301948,1415223.8665310873
Deaths,Global,Both,All ages,Digestive diseases,Percent,1981,0.03573502107032163,0.04155194346522248,0.03085589821899943
Deaths,Global,Both,All ages,Digestive diseases,Rate,1981,35.985310279399414,41.8136794123418,31.09121260848356
Deaths,Global,Both,All ages,Unintentional injuries,Number,1981,1807198.8164705648,1998647.514829237,1606276.1812432185
Deaths,Global,Both,All ages,Unintentional injuries,Percent,1981,0.039428075830231196,0.0437356952556166,0.03516522724023299
Deaths,Global,Both,All ages,Unintentional injuries,Rate,1981,39.70255445621543,43.90851248522815,35.288462440496126
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2010,970369.6809355167,1415450.3990860737,623807.4995065638
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2010,0.018715141412860115,0.027245993988575665,0.01202447258025271
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2010,13.935660983187452,20.327548652554913,8.958616497078115
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2010,3340138.439250745,3673367.162543916,2965785.8404213088
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2010,0.06441761138442159,0.07111849700430405,0.05713844897854302
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2010,47.96835457743903,52.75391477053682,42.59220669487871
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,1981,1035852.3947525022,1230001.1522411762,913022.5824669591
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,1981,0.02259730276327578,0.026753131607553028,0.019887485522126557
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,1981,22.756757992781793,27.022033925097126,20.05829600472144
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1991,1040570.4659962079,1642656.4024555779,657397.1667369847
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1991,0.021506651461289397,0.033941842684594874,0.013568196421858279
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1991,19.201791787986746,30.31216745995011,12.131041510591935
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1991,2304135.253406461,2672503.076618936,1807927.3319485944
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1991,0.047616463314277546,0.05508775807229594,0.037394760801932034
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1991,42.518528858027594,49.31607162313776,33.361934948491836
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2013,848169.9596582244,1279063.4305891586,495263.2886028876
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2013,0.016205620249892937,0.02441761538776405,0.009448858370125475
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2013,11.730579296644711,17.69003349754401,6.849718282894945
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2013,3442147.871719722,3856384.617337851,3080211.6209525415
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2013,0.0657654530776563,0.07364793199102573,0.05856236138024037
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2013,47.60648275760171,53.33556681289599,42.60073851777327
Deaths,Global,Both,All ages,Digestive diseases,Number,2013,2247758.7410360733,2467988.2055926127,2021639.6583841692
Deaths,Global,Both,All ages,Digestive diseases,Percent,2013,0.04294687134360737,0.04726967354470676,0.0386183122436216
Deaths,Global,Both,All ages,Digestive diseases,Rate,2013,31.08753363780402,34.13340807372381,27.960203084147587
Deaths,Global,Both,All ages,Unintentional injuries,Number,2013,1765690.4546998276,1933976.709428139,1555230.3481666595
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2013,0.03373573319494968,0.03702163126629283,0.029739590723698483
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2013,24.420308284121802,26.747784320199848,21.50954854740293
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2013,1296711.7912338076,1386395.464914933,1200156.767063096
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2013,0.024775429400954334,0.02649888086862177,0.02293439183061402
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2013,17.93411841429969,19.174484727384833,16.598718174493513
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2004,1336222.7506919152,1422344.0879932968,1225404.0291369606
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2004,0.026085196190449383,0.027839416428156155,0.02389684208424714
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2004,20.78853682486472,22.1283857317699,19.06445371616397
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1993,13846499.011768714,14709140.02589006,12875701.055856863
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1993,0.28151315194440035,0.2978572390500453,0.2616619560208805
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1993,248.14091916330446,263.60017236298324,230.74340251327774
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,1999,77620.2519928033,90120.89220412218,63951.01938692979
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,1999,0.0015298916904480494,0.0017777070017208061,0.0012596766475311573
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,1999,1.2867403512321582,1.4939682043139888,1.060140298890322
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,1999,1123494.5247465705,1253484.2425473449,986168.1200135967
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,1999,0.022143562228212007,0.024764395802328115,0.019405228638931585
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,1999,18.62459477088331,20.779483615550365,16.348082884836614
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,1999,1463595.3953043236,1602929.8064406363,1351656.4844223263
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,1999,0.028847186406648503,0.03158111593049542,0.02668922898804893
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,1999,24.262575869893684,26.572375239533535,22.40692209646607
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,1999,4551285.980845135,5090380.150066478,4107206.672481804
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,1999,0.08970717055750535,0.10065788956784529,0.0805884737628663
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,1999,75.44839357251315,84.38516204262054,68.08672248091003
Deaths,Global,Both,All ages,Enteric infections,Number,1999,2779155.2206728407,3579700.2557355794,2237235.601452974
Deaths,Global,Both,All ages,Enteric infections,Percent,1999,0.05477326428492504,0.07055578622240972,0.044067903646247096
Deaths,Global,Both,All ages,Enteric infections,Rate,1999,46.07110996120988,59.34204857771028,37.087502935053564
Deaths,Global,Both,All ages,Neurological disorders,Number,1996,1164744.0074092413,2414082.714434013,558407.693562202
Deaths,Global,Both,All ages,Neurological disorders,Percent,1996,0.023274831025363967,0.04820743380507385,0.01114197026283436
Deaths,Global,Both,All ages,Neurological disorders,Rate,1996,20.05753416915941,41.57183572005661,9.616088447502165
Deaths,Global,Both,All ages,Mental disorders,Number,1996,203.5444556654581,316.9056043710855,88.4678721816637
Deaths,Global,Both,All ages,Mental disorders,Percent,1996,4.0686664459321604e-06,6.3157666300840325e-06,1.7655734861131374e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,1996,0.0035051477822443428,0.005457289282139934,0.0015234655493986879
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,1999,443020.5565976229,521578.7658636941,368038.52731736505
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,1999,0.008731654197657857,0.010321773203823971,0.0073019462822920085
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,1999,7.344119762099521,8.646408986728245,6.101114229199108
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1998,1065224.1620701943,1640422.0267130372,658539.8947886638
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1998,0.021126921247181896,0.03257738337291977,0.013091825049327111
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1998,17.881405525239156,27.536975349098018,11.054592387746146
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1998,2739365.9729602044,3115262.3642386035,2245723.9073930318
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1998,0.05432401732201559,0.06175865823730712,0.04456738942600936
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1998,45.984418668598465,52.29441054379222,37.697886807014875
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1997,1055265.8751172277,1632443.2484759307,647543.452999952
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1997,0.02105852720603525,0.03260785350856941,0.013010740291580416
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1997,17.94032843391267,27.752786020990307,11.00873485628302
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1997,2657023.5677488362,3039299.0115071484,2162557.260968409
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1997,0.053017180169678754,0.060486457961028146,0.043252544567061825
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1997,45.171436493921696,51.670411941679774,36.765130412850645
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,1993,51981.967263083905,65321.202726339936,40319.04045227003
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,1993,0.0010568213036712612,0.001332400422443907,0.0008204087743956635
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,1993,0.9315606151139846,1.170610944440898,0.7225511480631486
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,1995,536878.0475054898,646934.2594449411,435576.72826911067
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,1995,0.010764103649976757,0.012935942572233202,0.008712400265725383
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,1995,9.365903884549724,11.285848102257736,7.598689851950795
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,1999,1058988.3287136585,1617943.5204838363,652911.1042523293
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,1999,0.020873570481951532,0.0317460732364656,0.012887268518635439
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,1999,17.555251098207066,26.82126327049532,10.823554962008014
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,1999,2817004.6966025657,3150953.2385548577,2338918.293711938
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,1999,0.05552164605048522,0.06215126997821446,0.046063365218144046
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,1999,46.69855507638779,52.23454669111485,38.77313548316305
Deaths,Global,Both,All ages,Other infectious diseases,Number,1999,1971018.1555362814,2496660.410177446,1468013.2421462152
Deaths,Global,Both,All ages,Other infectious diseases,Percent,1999,0.038848997975921146,0.04901787539036109,0.02891706629430102
Deaths,Global,Both,All ages,Other infectious diseases,Rate,1999,32.674315383243865,41.38808636432936,24.335812192259024
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,1999,3078846.768495114,3226197.8177389926,2953525.5418678434
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,1999,0.060684392756258636,0.06370103812963027,0.05800669783305422
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,1999,51.039210393837855,53.481904613331935,48.961712897666736
Deaths,Global,Both,All ages,Substance use disorders,Number,1999,244569.5725186637,268212.2628381493,224217.5214337804
Deaths,Global,Both,All ages,Substance use disorders,Percent,1999,0.004820397507777163,0.005294298258101908,0.004433627355674764
Deaths,Global,Both,All ages,Substance use disorders,Rate,1999,4.054322545519977,4.446256388360227,3.7169388770968728
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,1999,1668360.8928082902,1832000.7182498984,1514815.5494568548
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,1999,0.03288376771987451,0.036139479593573026,0.029877881464642823
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,1999,27.65705117001138,30.369770609312155,25.111671788192204
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1998,14299004.60533824,15087655.357501766,13314321.134346547
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1998,0.283571787538747,0.2991319843125781,0.26394463973341453
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1998,240.03051100381143,253.26921175747643,223.50110331127138
Deaths,Global,Both,All ages,Digestive diseases,Number,2010,2239254.593172537,2493354.549103539,2020776.779057562
Deaths,Global,Both,All ages,Digestive diseases,Percent,2010,0.04318760221002894,0.04799657934619925,0.03899824809959253
Deaths,Global,Both,All ages,Digestive diseases,Rate,2010,32.15835519037773,35.80753231458817,29.020754325809396
Deaths,Global,Both,All ages,Unintentional injuries,Number,2010,2011647.2530071817,2197499.2660684166,1802360.6938775633
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2010,0.03879753981529868,0.04220086197751019,0.03468328417477385
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2010,28.889643489934322,31.558699106518876,25.884039962053713
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,1987,57883.98066061572,69243.75912603855,47415.0376186977
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,1987,0.001231653977658779,0.001473334663427894,0.001008649995924732
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,1987,1.1407329703034985,1.3646027471046027,0.9344190928567314
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,1987,1117517.1577447217,1319059.0404219222,977416.6707921865
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,1987,0.02377927907873013,0.028162220350433406,0.020827889338207273
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,1987,22.023168624037382,25.99500103506143,19.262175983269135
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,1987,225232.70796387608,304800.30016048,174858.97052937135
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,1987,0.004792643843701394,0.006465394682391232,0.003719205331644666
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,1987,4.438712974347119,6.0067698831921295,3.445986101158024
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,1987,4983485.186649881,5642803.516902646,4436693.738574051
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,1987,0.10604178448658975,0.12072921283266629,0.09440523201244035
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,1987,98.21069308902177,111.20403163728979,87.4349477864101
Deaths,Global,Both,All ages,Enteric infections,Number,1987,4043838.3792560385,4923477.2370158695,3420500.793519014
Deaths,Global,Both,All ages,Enteric infections,Percent,1987,0.08604696522149334,0.10454024217315845,0.07259484946428237
Deaths,Global,Both,All ages,Enteric infections,Rate,1987,79.6928565235091,97.028102571808,67.40859881413193
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1994,13977330.536097009,14837915.250635676,12968478.174930433
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1994,0.27791468609717634,0.2942306557847881,0.2592185632535775
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1994,247.06356197610123,262.2752738553482,229.23106833834146
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,1990,62658.04625255303,73319.12148229539,51055.84710009609
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,1990,0.0013069965680081546,0.001530659479789635,0.001061677947760249
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,1990,1.1742299108943193,1.3740215444636146,0.9568013427890292
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,1990,1132100.0077507456,1289094.4713863523,991678.3155172872
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,1990,0.02361533027085371,0.026911442057497584,0.020739051500301534
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,1990,21.215881610264084,24.15800327014953,18.584338480203517
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,1990,429483.4304604092,509120.98903104244,373518.0990090389
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,1990,0.008959055561229883,0.010608134685495405,0.007808323970425224
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,1990,8.048643716840505,9.541074599975898,6.999837217218189
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,1990,4904479.410856593,5540781.315543308,4460545.736704161
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,1990,0.10230888406456025,0.11550868838272799,0.09242612020066643
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,1990,91.91136280216388,103.83584454917843,83.59191733873688
Deaths,Global,Both,All ages,Enteric infections,Number,1990,3685840.530073145,4561436.735127716,3040844.359746901
Deaths,Global,Both,All ages,Enteric infections,Percent,1990,0.07688438840994379,0.09461859402938247,0.06355530013352328
Deaths,Global,Both,All ages,Enteric infections,Rate,1990,69.07371767950899,85.48264383236899,56.98630287955412
Deaths,Global,Both,All ages,Transport injuries,Number,1993,1323707.518928778,1550874.7860127809,1064540.1169340278
Deaths,Global,Both,All ages,Transport injuries,Percent,1993,0.026912559043124097,0.03149348724101014,0.021643167885087466
Deaths,Global,Both,All ages,Transport injuries,Rate,1993,23.721953121232115,27.792981791376782,19.077455093717486
Deaths,Global,Both,All ages,Other infectious diseases,Number,1991,2460461.3353475523,3149360.986387344,1833271.669353047
Deaths,Global,Both,All ages,Other infectious diseases,Percent,1991,0.05084654493048433,0.0647632379763746,0.037978118896727565
Deaths,Global,Both,All ages,Other infectious diseases,Rate,1991,45.40323582844002,58.11559707100003,33.82961753775202
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,1991,3524637.1945708664,3724498.6759244534,3336836.8641937836
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,1991,0.07283876376050644,0.07669341307713434,0.06900270950691406
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,1991,65.04062122650153,68.72869298790413,61.57511556450532
Deaths,Global,Both,All ages,Substance use disorders,Number,1991,190498.6879310797,213147.97974497898,171605.81654100443
Deaths,Global,Both,All ages,Substance use disorders,Percent,1991,0.003936860814471712,0.004396095960444273,0.0035489894165453037
Deaths,Global,Both,All ages,Substance use disorders,Rate,1991,3.5152988298925885,3.9332493673792386,3.16666604185538
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,1991,1335907.6305152297,1510199.895226634,1178826.066817307
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,1991,0.02760832219828643,0.031122040736344846,0.024350491183714136
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,1991,24.651689633126345,27.867929077363335,21.753041652596526
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,1994,488214.89892797737,606987.08497724,392361.31730195653
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,1994,0.00970777754269192,0.012104198055300108,0.007821930214988474
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,1994,8.629695894179656,10.729115327184854,6.935386151447872
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,1998,60742.979713203415,78792.55731987886,47600.71535300363
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,1998,0.001204712298325414,0.0015651957909403767,0.00094300456645621
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,1998,1.0196631767648472,1.3226527523270386,0.7990503077440027
Deaths,Global,Both,All ages,Neoplasms,Number,1994,6465568.503888062,6786444.826977359,6144459.074101715
Deaths,Global,Both,All ages,Neoplasms,Percent,1994,0.12855863534850887,0.13535623688077605,0.1223510597712686
Deaths,Global,Both,All ages,Neoplasms,Rate,1994,114.28551257664768,119.95732860271217,108.60957615214618
Deaths,Global,Both,All ages,Neoplasms,Number,1998,6841064.146065508,7137403.289732975,6470649.256335338
Deaths,Global,Both,All ages,Neoplasms,Percent,1998,0.1356698652302672,0.14129812683118761,0.12842035914243566
Deaths,Global,Both,All ages,Neoplasms,Rate,1998,114.83765255778206,119.8121551926282,108.61967601190682
Deaths,Global,Both,All ages,Digestive diseases,Number,1984,1698131.8980398737,1976671.7611588007,1464914.5689072479
Deaths,Global,Both,All ages,Digestive diseases,Percent,1984,0.03628294794802671,0.04228821428267413,0.03131244451660651
Deaths,Global,Both,All ages,Digestive diseases,Rate,1984,35.325137598413974,41.11942189557427,30.473668609783513
Deaths,Global,Both,All ages,Unintentional injuries,Number,1984,1788610.5046461292,1978968.571823823,1594104.1558246377
Deaths,Global,Both,All ages,Unintentional injuries,Percent,1984,0.03821631564830121,0.04240129016895962,0.034075330294005064
Deaths,Global,Both,All ages,Unintentional injuries,Rate,1984,37.20730542752547,41.16720095965821,33.161115880167394
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1997,14167875.155700194,14916589.91676703,13174992.906844672
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1997,0.28270597702022815,0.29739389799247407,0.26257548696967214
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1997,240.8647332367277,253.59345784877416,223.98497424832
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2005,1051068.8707202422,1542836.4022147662,661426.3917807904
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2005,0.02055408373100246,0.03012823592627811,0.012942943101769938
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2005,16.139492587147885,23.69073746772089,10.15640995986777
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2005,3238733.209011619,3556619.343688678,2800712.860327434
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2005,0.06333832520752908,0.069571644579595,0.05468256696466307
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2005,49.73176551482658,54.613006941624654,43.00582550504968
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2010,1235507.838634868,1326361.1647519274,1140700.7453556324
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2010,0.0238283941571056,0.025609855425601364,0.022024629398652865
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2010,17.743359793235683,19.04812144937243,16.38181734534396
